graph,frequency
agree&greet&shop_turn!!!greet->greet&greet->shop_turn&shop_turn->agree,2
ask_availability#size&handoff&inform&shop_turn!!!ask_availability#size->inform&inform->handoff&shop_turn->ask_availability#size,3
agree&request#price&shop_turn!!!agree->shop_turn&request#price->agree&shop_turn->request#price,7
agree&ask_availability#size&request#price&send_image!!!agree->send_image&request#price->agree&send_image->ask_availability#size,1
ask_if_sells#size&handoff&shop_turn&thank!!!handoff->shop_turn&shop_turn->thank&thank->ask_if_sells#size,4
ask_if_sells#size&inform&shop_turn&thank!!!ask_if_sells#size->shop_turn&shop_turn->inform&thank->ask_if_sells#size,2
ask_availability#size&ask_if_sells#size&send_image!!!ask_availability#size->send_image&send_image->ask_if_sells#size&send_image->send_image,1
agree&handoff&request#price&shop_turn!!!agree->shop_turn&handoff->request#price&shop_turn->handoff,7
ask_availability#size&greet&handoff&shop_turn!!!ask_availability#size->shop_turn&handoff->greet&shop_turn->handoff,3
ask_if_sells#size&handoff&send_link&shop_turn!!!handoff->shop_turn&send_link->ask_if_sells#size&shop_turn->send_link,1
ask_if_sells#size&send_image&send_link&shop_turn!!!ask_if_sells#size->shop_turn&send_link->ask_if_sells#size&shop_turn->send_image,2
agree&handoff&send_image!!!agree->send_image&handoff->send_image&send_image->handoff,1
handoff&inform&request#price!!!handoff->handoff&inform->handoff&request#price->inform,5
ask_availability#size&greet&send_image&shop_turn!!!greet->send_image&send_image->ask_availability#size&shop_turn->greet,12
ask_availability#size&greet&handoff&send_image!!!ask_availability#size->handoff&handoff->greet&send_image->ask_availability#size,2
ask_availability#size&greet&handoff!!!ask_availability#size->handoff&greet->greet&handoff->greet,1
agree&handoff&inform&shop_turn!!!handoff->inform&inform->agree&shop_turn->handoff,1
ask_if_sells#size&handoff&shop_turn!!!ask_if_sells#size->ask_if_sells#size&ask_if_sells#size->handoff&shop_turn->ask_if_sells#size,1
ask_if_sells#size&handoff&shop_turn!!!ask_if_sells#size->ask_if_sells#size&ask_if_sells#size->handoff&handoff->shop_turn,2
ask_if_sells#size&handoff&send_image&shop_turn!!!ask_if_sells#size->handoff&handoff->shop_turn&shop_turn->send_image,5
agree&ask_if_sells#size&send_image&shop_turn!!!agree->ask_if_sells#size&send_image->agree&shop_turn->send_image,2
agree&ask_if_sells#size&send_image&shop_turn!!!agree->ask_if_sells#size&ask_if_sells#size->shop_turn&send_image->agree,3
ask_if_sells#size&handoff!!!handoff->ask_if_sells#size&handoff->handoff,4
handoff&send_link!!!handoff->handoff&handoff->send_link,5
handoff&inform&send_link&shop_turn!!!handoff->send_link&send_link->shop_turn&shop_turn->inform,1
greet&inform&send_link&shop_turn!!!inform->greet&send_link->shop_turn&shop_turn->inform,1
greet&handoff&inform&shop_turn!!!greet->handoff&inform->greet&shop_turn->inform,2
greet&handoff&inform&shop_turn!!!greet->handoff&handoff->shop_turn&inform->greet,4
inform&request#price&shop_turn!!!inform->request#price&inform->shop_turn&shop_turn->inform,3
ask_if_sells#size&inform&request#price&shop_turn!!!inform->request#price&request#price->shop_turn&shop_turn->ask_if_sells#size,5
greet&request#price&send_image!!!greet->request#price&request#price->send_image&send_image->request#price,2
greet&handoff&shop_turn!!!greet->handoff&handoff->greet&shop_turn->greet,3
greet&handoff&shop_turn!!!greet->handoff&greet->shop_turn&handoff->greet,4
agree&handoff&inform!!!handoff->inform&inform->agree&inform->handoff,1
agree&ask_if_sells#size&handoff&inform!!!agree->ask_if_sells#size&handoff->inform&inform->agree,1
agree&ask_if_sells#size&inform&shop_turn!!!agree->ask_if_sells#size&ask_if_sells#size->shop_turn&inform->agree,1
agree&ask_if_sells#size&shop_turn&thank!!!agree->ask_if_sells#size&ask_if_sells#size->shop_turn&shop_turn->thank,1
ask_if_sells#size&greet&shop_turn!!!ask_if_sells#size->greet&greet->shop_turn&shop_turn->greet,1
ask_if_sells#size&greet&shop_turn!!!greet->ask_if_sells#size&greet->shop_turn&shop_turn->greet,1
ask_if_sells#size&greet&send_image&shop_turn!!!ask_if_sells#size->send_image&greet->ask_if_sells#size&send_image->shop_turn,7
ask_availability#size&greet&send_image!!!ask_availability#size->send_image&greet->ask_availability#size&send_image->greet,1
ask_availability#size&greet&inform&send_image!!!ask_availability#size->send_image&greet->ask_availability#size&send_image->inform,1
ask_availability#size&handoff&send_image&shop_turn!!!ask_availability#size->handoff&handoff->shop_turn&shop_turn->send_image,7
handoff&inform&shop_turn&thank!!!handoff->shop_turn&shop_turn->thank&thank->inform,9
inform&shop_turn&thank!!!inform->shop_turn&shop_turn->thank&thank->inform,12
ask_if_sells#size&handoff&inform&send_image!!!ask_if_sells#size->inform&handoff->ask_if_sells#size&inform->send_image,2
inform&request#price&send_link&shop_turn!!!inform->shop_turn&send_link->request#price&shop_turn->send_link,1
handoff&inform&thank!!!handoff->handoff&handoff->thank&inform->handoff,2
agree&inform!!!agree->inform&inform->inform,5
ask_availability#size&handoff&shop_turn!!!ask_availability#size->ask_availability#size&handoff->shop_turn&shop_turn->ask_availability#size,5
ask_availability#size&send_image&shop_turn!!!ask_availability#size->ask_availability#size&ask_availability#size->send_image&shop_turn->ask_availability#size,1
ask_availability#size&send_image&shop_turn!!!ask_availability#size->ask_availability#size&ask_availability#size->send_image&send_image->shop_turn,1
agree&request#price&shop_turn&thank!!!request#price->shop_turn&shop_turn->agree&thank->request#price,2
greet&handoff&send_image!!!greet->greet&greet->handoff&handoff->send_image,2
agree&inform&shop_turn!!!inform->agree&inform->inform&shop_turn->inform,1
agree&handoff&inform!!!agree->handoff&inform->agree&inform->inform,1
agree&handoff&inform&shop_turn!!!agree->handoff&handoff->shop_turn&inform->agree,2
ask_if_sells#size&inform&request#price&send_image!!!inform->send_image&request#price->ask_if_sells#size&send_image->request#price,1
ask_availability#size&greet&send_image&shop_turn!!!greet->ask_availability#size&send_image->shop_turn&shop_turn->greet,1
greet&request#price&shop_turn&thank!!!greet->request#price&shop_turn->greet&thank->shop_turn,5
agree&inform&send_image&shop_turn!!!agree->inform&inform->send_image&send_image->shop_turn,4
inform&request#price&send_image&shop_turn!!!inform->send_image&send_image->shop_turn&shop_turn->request#price,6
agree&send_link&shop_turn!!!agree->shop_turn&shop_turn->agree&shop_turn->send_link,4
agree&send_image&send_link&shop_turn!!!agree->shop_turn&send_link->send_image&shop_turn->send_link,1
request#price&send_image&send_link&shop_turn!!!send_image->request#price&send_link->send_image&shop_turn->send_link,1
inform&request#price&send_image&send_link!!!request#price->inform&send_image->request#price&send_link->send_image,1
send_image&shop_turn&thank!!!send_image->send_image&send_image->thank&thank->shop_turn,2
handoff&request#price&thank!!!handoff->request#price&request#price->handoff&thank->handoff,1
greet&handoff&shop_turn&thank!!!greet->thank&handoff->shop_turn&shop_turn->greet,5
greet&shop_turn&thank!!!greet->thank&shop_turn->greet&thank->shop_turn,1
greet&handoff&request#price&send_image!!!handoff->request#price&request#price->greet&send_image->handoff,2
handoff&send_image&thank!!!handoff->thank&send_image->handoff&send_image->send_image,1
handoff&send_image&shop_turn&thank!!!handoff->thank&send_image->handoff&thank->shop_turn,3
ask_if_sells#size&request#price&shop_turn&thank!!!ask_if_sells#size->shop_turn&request#price->thank&shop_turn->request#price,1
request#price&shop_turn&thank!!!request#price->thank&shop_turn->request#price&thank->shop_turn,3
inform&request#price&shop_turn&thank!!!request#price->thank&shop_turn->inform&thank->shop_turn,1
greet&send_image&shop_turn&thank!!!greet->shop_turn&shop_turn->send_image&thank->greet,1
handoff&send_image&thank!!!handoff->send_image&send_image->handoff&thank->handoff,7
ask_if_sells#size&inform&send_image!!!inform->ask_if_sells#size&inform->send_image&send_image->inform,1
ask_if_sells#size&handoff&request#price&shop_turn!!!ask_if_sells#size->request#price&handoff->shop_turn&shop_turn->ask_if_sells#size,3
greet&request#price&shop_turn&thank!!!request#price->shop_turn&shop_turn->thank&thank->greet,2
ask_availability#size&handoff&inform!!!handoff->inform&inform->ask_availability#size&inform->inform,2
ask_availability#size&handoff&inform!!!ask_availability#size->handoff&inform->ask_availability#size&inform->inform,1
handoff&send_image&shop_turn&thank!!!handoff->shop_turn&send_image->thank&shop_turn->send_image,1
ask_availability#size&send_image&shop_turn&thank!!!send_image->thank&shop_turn->ask_availability#size&thank->shop_turn,1
agree&request#price&send_image&shop_turn!!!request#price->send_image&send_image->shop_turn&shop_turn->agree,12
agree&handoff&request#price&send_image!!!agree->handoff&handoff->request#price&request#price->send_image,2
greet&inform&send_image&thank!!!greet->send_image&send_image->inform&thank->greet,1
handoff&request#price&shop_turn&thank!!!handoff->request#price&shop_turn->handoff&thank->shop_turn,1
greet&handoff&request#price&shop_turn!!!handoff->request#price&request#price->shop_turn&shop_turn->greet,4
greet&inform&request#price&shop_turn!!!greet->inform&request#price->shop_turn&shop_turn->greet,3
ask_if_sells#size&handoff&send_image&shop_turn!!!ask_if_sells#size->send_image&handoff->ask_if_sells#size&shop_turn->handoff,2
ask_if_sells#size&inform&request#price&shop_turn!!!ask_if_sells#size->inform&inform->request#price&shop_turn->ask_if_sells#size,2
ask_if_sells#size&inform&request#price&shop_turn!!!ask_if_sells#size->inform&inform->request#price&request#price->shop_turn,4
ask_availability#size&handoff&send_image!!!ask_availability#size->send_image&send_image->handoff&send_image->send_image,3
greet&handoff&inform&thank!!!greet->inform&handoff->greet&inform->thank,1
greet&inform&shop_turn&thank!!!greet->inform&inform->thank&thank->shop_turn,1
ask_if_sells#size&inform&send_image&shop_turn!!!ask_if_sells#size->send_image&inform->ask_if_sells#size&shop_turn->inform,3
ask_if_sells#size&inform&send_image!!!ask_if_sells#size->send_image&inform->ask_if_sells#size&send_image->ask_if_sells#size,1
ask_availability#size&inform&request#price&shop_turn!!!ask_availability#size->shop_turn&inform->ask_availability#size&shop_turn->request#price,1
ask_availability#size&inform&request#price&shop_turn!!!ask_availability#size->shop_turn&request#price->inform&shop_turn->request#price,1
greet&request#price&send_image!!!greet->send_image&request#price->send_image&send_image->request#price,2
handoff&request#price&send_image!!!request#price->send_image&send_image->handoff&send_image->request#price,5
agree&ask_if_sells#size&inform&send_image!!!agree->send_image&ask_if_sells#size->inform&send_image->ask_if_sells#size,1
ask_availability#size&handoff!!!ask_availability#size->handoff&handoff->handoff,7
ask_is_bot&inform&send_image&shop_turn!!!ask_is_bot->inform&send_image->ask_is_bot&shop_turn->send_image,1
ask_is_bot&inform&send_image!!!ask_is_bot->inform&inform->inform&send_image->ask_is_bot,1
ask_is_bot&handoff&inform!!!ask_is_bot->inform&inform->handoff&inform->inform,1
handoff&send_image&send_link!!!handoff->send_link&send_image->handoff&send_image->send_image,1
handoff&inform&request#price&shop_turn!!!handoff->request#price&request#price->inform&shop_turn->handoff,8
ask_if_sells#size&handoff&inform&send_image!!!ask_if_sells#size->handoff&inform->ask_if_sells#size&send_image->inform,1
greet&handoff&send_image!!!handoff->send_image&send_image->greet&send_image->handoff,1
greet&handoff&inform&send_image!!!greet->inform&handoff->send_image&send_image->greet,3
handoff&inform&request#price!!!handoff->request#price&inform->handoff&inform->inform,1
greet&send_image&shop_turn!!!greet->greet&greet->send_image&shop_turn->greet,1
ask_if_sells#size&inform&request#price&send_image!!!ask_if_sells#size->inform&inform->request#price&send_image->ask_if_sells#size,2
request#price&send_image!!!request#price->request#price&send_image->request#price&send_image->send_image,1
ask_availability#size&ask_if_sells#size&handoff&shop_turn!!!ask_availability#size->shop_turn&handoff->ask_availability#size&shop_turn->ask_if_sells#size,1
send_image&shop_turn&thank!!!shop_turn->thank&thank->send_image&thank->shop_turn,2
handoff&request#price&send_image&thank!!!request#price->handoff&send_image->request#price&thank->send_image,1
ask_if_sells#size&send_image&send_link&shop_turn!!!ask_if_sells#size->shop_turn&send_image->ask_if_sells#size&shop_turn->send_link,1
agree&ask_if_sells#size&handoff&shop_turn!!!agree->shop_turn&handoff->ask_if_sells#size&shop_turn->handoff,2
ask_availability#size&request#price&shop_turn&thank!!!ask_availability#size->request#price&request#price->shop_turn&shop_turn->thank,4
ask_availability#size&inform&request#price&shop_turn!!!ask_availability#size->shop_turn&request#price->ask_availability#size&shop_turn->inform,2
inform&request#price&shop_turn!!!inform->request#price&request#price->inform&shop_turn->inform,3
inform&request#price&shop_turn!!!inform->request#price&inform->shop_turn&request#price->inform,3
ask_if_sells#size&inform&shop_turn!!!ask_if_sells#size->ask_if_sells#size&inform->shop_turn&shop_turn->ask_if_sells#size,1
ask_if_sells#size&request#price&shop_turn!!!ask_if_sells#size->ask_if_sells#size&ask_if_sells#size->request#price&shop_turn->ask_if_sells#size,1
ask_if_sells#size&request#price&shop_turn!!!ask_if_sells#size->ask_if_sells#size&ask_if_sells#size->request#price&request#price->shop_turn,1
agree&handoff&inform&request#price!!!agree->handoff&handoff->inform&inform->request#price,1
greet&send_image&shop_turn&thank!!!send_image->greet&shop_turn->send_image&thank->shop_turn,1
ask_availability#size&inform&send_image&shop_turn!!!inform->ask_availability#size&send_image->shop_turn&shop_turn->inform,2
request#price&shop_turn&thank!!!request#price->shop_turn&shop_turn->request#price&thank->request#price,1
handoff&request#price&send_image!!!handoff->handoff&request#price->send_image&send_image->handoff,2
handoff&inform&shop_turn&thank!!!handoff->thank&shop_turn->inform&thank->shop_turn,4
ask_availability#size&handoff&inform&send_image!!!handoff->send_image&inform->handoff&send_image->ask_availability#size,2
greet&handoff&inform!!!handoff->handoff&handoff->inform&inform->greet,3
agree&handoff&send_image&thank!!!agree->send_image&handoff->thank&send_image->handoff,1
request#price&send_image&shop_turn&thank!!!request#price->send_image&shop_turn->request#price&thank->shop_turn,3
ask_is_bot&request#price&shop_turn!!!request#price->shop_turn&shop_turn->ask_is_bot&shop_turn->request#price,1
ask_is_bot&handoff&request#price&shop_turn!!!ask_is_bot->handoff&request#price->shop_turn&shop_turn->ask_is_bot,1
ask_is_bot&handoff&shop_turn!!!ask_is_bot->handoff&handoff->shop_turn&shop_turn->ask_is_bot,11
ask_is_bot&handoff&shop_turn!!!ask_is_bot->handoff&handoff->shop_turn&shop_turn->handoff,5
handoff&send_image&shop_turn&thank!!!handoff->shop_turn&send_image->thank&thank->handoff,1
